state_code,zip_code,city,name,labels,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,has_RoundABCD,has_Investor,has_Seed
CA,91302,Calabasas,Emergent Game Technologies,1,1/1/2000,7/5/2007,12/10/2009,7.5123,9.9479,3,5,51450000,1,games_video,1,0,0,0,0,1,5.6667,1,1,1,0
CA,94107,San Francisco,threadsy,1,6/1/2008,3/27/2008,12/7/2010,-0.1808,2.5178,7,2,6300000,1,messaging,0,0,1,1,0,0,2.0,1,1,0,0
NY,10001,New York,Sonar.me,0,1/1/2010,1/1/2012,1/1/2012,2.0,2.0,8,1,200000,3,mobile,0,1,0,0,0,0,2.0,1,0,1,1
OH,45202,Cincinnati,StyleZen,0,9/1/2011,9/1/2011,9/1/2011,0.0,0.0,2,1,20000,1,fashion,0,1,0,0,0,0,1.0,0,0,1,1
MA,1864,North Reading,Kiva Systems,1,1/1/2003,1/1/2003,5/24/2006,0.0,3.3945,13,2,11600000,3,hardware,0,0,1,0,1,0,2.0,1,1,0,0
CA,94041,Mountain View,Krillion,1,5/1/2006,6/14/2006,6/14/2006,0.1205,0.1205,6,1,9150000,2,web,0,0,1,0,0,0,2.0,1,1,0,0
OH,45202,Cincinnati,Transactiv,0,7/1/2009,10/13/2009,10/13/2009,0.2849,0.2849,2,1,1200000,2,advertising,0,0,1,0,0,0,4.0,1,1,0,0
CA,90049,Los Angeles,nprogress,0,2/1/2010,12/1/2011,12/1/2011,1.8301,1.8301,4,1,1700000,2,social,0,0,0,0,0,0,7.0,1,0,0,0
CA,94010,Burlingame,Brightkite,1,1/1/2007,8/1/2007,7/6/2009,0.5808,2.5123,9,3,1415000,4,social,1,1,0,0,0,0,1.0,1,0,1,1
CA,94104,San Francisco,Peanut Labs,1,1/1/2005,2/1/2006,2/19/2008,1.0849,3.1342,16,2,4200000,2,enterprise,0,0,1,1,0,0,1.5,1,1,0,0
MA,2110,Boston,FlipKey,1,1/1/2007,12/1/2007,8/20/2008,0.9151,1.6356,7,2,500000,2,web,0,1,1,0,0,0,2.0,0,1,1,0
TX,75082,Richardson,AppTrigger,1,1/1/2002,12/13/2007,12/13/2007,5.9507,5.9507,1,1,21500000,0,public_relations,0,0,0,0,1,0,4.0,1,1,0,0
UT,84042,Lindon,Footnote,1,6/1/2006,6/16/2006,1/1/2008,0.0411,1.5863,4,2,10000000,2,web,0,0,1,0,0,0,2.0,0,1,0,0
CA,90064,Los Angeles,NextMedium,0,1/1/2004,2/1/2005,7/24/2006,1.0877,2.5616,7,2,9500000,1,software,0,0,1,1,0,0,2.5,1,1,0,0
NM,87102,Albuquerque,iosil Energy,0,1/1/2007,12/24/2009,3/17/2012,2.9808,5.211,4,2,13875001,0,cleantech,0,0,0,0,0,0,10.0,1,0,0,0
NJ,7701,Red Bank,Kurani Interactive,0,1/1/2000,11/25/2010,11/25/2010,10.9068,10.9068,5,1,275000,1,software,0,1,0,0,0,0,2.0,0,0,1,1
CA,94306,Palo Alto,Kapow Software,1,1/1/2005,2/1/2005,1/13/2010,0.0849,5.0356,10,3,19743770,1,software,0,0,0,1,1,0,2.5,1,1,0,0
MA,2110,Boston,Locately,1,7/1/2008,8/1/2010,7/7/2012,2.0849,4.0192,5,5,1178000,1,software,0,1,0,0,0,0,5.0,1,0,1,1
CA,94306,Palo Alto,TrustedID,1,1/1/2005,10/1/2005,10/18/2007,0.7479,2.7945,5,3,25000000,2,security,0,0,1,1,0,0,2.0,1,1,0,0
PA,18015,Bethlehem,Ciclon Semiconductor Device Corporation,1,1/1/2004,8/2/2005,3/7/2007,1.5863,3.1808,1,3,24150000,0,semiconductor,1,0,1,1,0,0,2.0,1,1,1,0
CA,94086,Sunnyvale,Azingo,0,1/1/2005,10/1/2006,7/18/2008,1.7479,3.5452,4,2,80000000,1,mobile,0,0,1,1,0,0,1.0,0,1,0,0
CA,95051,Santa Clara,Vudu,1,1/1/2004,6/1/2005,4/29/2007,1.4164,3.326,11,2,36000000,3,hardware,0,0,1,1,0,0,3.5,1,1,0,0
MO,63043,Saint Louis,"ITOG, Inc.",0,9/19/2006,2/11/2008,2/11/2008,1.3973,1.3973,1,1,205000,0,network_hosting,0,1,0,0,0,0,1.0,0,0,1,1
CA,94089,Sunnyvale,Plaxo,1,11/17/2002,11/1/2002,2/1/2007,-0.0438,4.211,27,4,28300000,4,web,0,0,1,1,1,1,2.5,1,1,0,0
CA,94303,Palo Alto,Sharetivity,0,7/7/2007,5/1/2006,5/1/2006,-1.1836,-1.1836,1,1,2000000,1,web,0,0,0,0,0,0,1.0,0,0,0,0
CA,94066,San Bruno,YouTube,1,2/1/2005,11/1/2005,4/1/2006,0.7479,1.1616,63,2,11500000,6,games_video,0,0,1,1,0,0,1.0,1,1,0,0
NY,10018,New York City,Hashable,0,1/1/2010,11/22/2010,11/22/2010,0.8904,0.8904,15,1,4000000,2,mobile,0,0,1,0,0,0,3.0,1,1,0,0
NY,10016,New York,MyNines,0,8/1/2009,4/19/2010,4/19/2010,0.7151,0.7151,2,1,500000,2,ecommerce,0,1,0,0,0,0,1.0,1,0,1,1
TX,78759,Austin,itzbig,0,6/1/2006,2/27/2007,2/27/2007,0.7425,0.7425,9,1,4000000,2,search,0,0,1,0,0,0,2.0,1,1,0,0
NY,11201,Brooklyn,Loosecubes,0,1/1/2010,1/1/2010,6/5/2012,0.0,2.4274,8,2,9030000,2,web,0,1,1,0,0,0,4.0,1,1,1,0
PA,19104,Philadelphia,Avid Radiopharmaceuticals,1,1/1/2005,1/25/2005,5/21/2009,0.0658,4.3863,15,4,69900000,0,biotech,0,1,1,0,1,1,4.75,1,1,1,0
CA,90024,Los Angeles,Contur,0,9/1/2011,5/1/2012,5/1/2012,0.6658,0.6658,2,1,20000,1,messaging,0,1,0,0,0,0,1.0,0,0,1,1
IN,46204,Indianapolis,ExactTarget,1,12/1/2000,7/21/2004,10/24/2012,3.6384,11.9041,29,7,238209999,3,software,1,0,0,0,0,0,2.0,1,0,1,1
MA,1803,Burlington,Rhythmia Medical,1,1/1/2004,2/6/2007,9/24/2010,3.1014,6.7342,3,3,14700000,2,medical,1,0,0,1,0,0,1.0,0,1,1,0
CA,94303,Palo Alto,MyMiniLife,1,1/1/2007,11/15/2006,11/15/2007,-0.1288,0.8712,4,3,430000,2,games_video,0,1,0,0,0,0,1.6667,0,0,1,1
CA,94403,San Mateo,Adept Cloud,1,6/1/2011,10/1/2012,11/1/2012,1.337,1.4219,5,2,1015000,1,enterprise,1,0,1,0,0,0,1.0,0,1,1,0
CA,94025,Menlo Park,Factery,0,4/1/2009,9/10/2009,9/10/2009,0.4438,0.4438,2,1,1200000,1,web,1,0,0,0,0,0,2.0,1,0,1,1
PA,18938,New Hope,"MeetMe, Inc.",1,4/1/2005,1/29/2007,7/29/2008,1.8301,3.3288,16,2,17100000,4,web,0,0,1,1,0,0,2.5,1,1,0,0
CO,80155,Englewood,WildBlue,1,1/1/2004,9/3/2008,9/3/2008,4.6767,4.6767,0,1,50000000,1,web,1,0,0,0,0,0,4.0,1,0,1,1
CA,90039,Los Angeles,HeadCase Humanufacturing,0,1/1/2006,8/28/2006,8/28/2006,0.6548,0.6548,3,1,900000,0,software,0,0,1,0,0,0,1.0,1,1,0,0
CA,94401,San Mateo,bluepulse,0,4/10/1990,4/1/2007,4/1/2007,16.9863,16.9863,7,1,6000000,2,network_hosting,0,0,1,0,0,0,1.0,1,1,0,0
NY,10003,New York,Mr. Youth,1,1/1/2002,10/1/2002,2/1/2009,0.7479,7.0904,5,2,15100000,3,advertising,0,1,1,0,0,0,1.0,0,1,1,0
CA,94954,Petaluma,Teknovus,1,1/1/2001,1/1/2002,11/16/2009,1.0,8.8795,7,5,62600000,2,semiconductor,1,0,1,1,1,1,9.3333,1,1,1,0
CA,94063,Redwood City,Qik,1,6/1/2006,4/9/2008,1/6/2011,1.8575,4.6027,15,4,14800000,3,mobile,1,0,0,1,1,0,2.25,1,1,1,0
CA,91601,North Hollywood,EQAL,1,4/1/2008,4/16/2008,5/23/2011,0.0411,3.1425,30,2,6875000,5,web,1,0,1,0,0,0,7.0,1,1,1,0
TX,76710,Waco,IonLogix Systems,0,12/11/2007,10/24/2008,10/24/2008,0.8712,0.8712,1,1,30000,0,software,0,1,0,0,0,0,1.0,0,0,1,1
CA,95054,Santa Clara,Atrica,0,1/1/2000,4/5/2006,4/5/2006,6.263,6.263,10,1,22200000,1,public_relations,0,0,0,0,0,0,9.0,1,0,0,0
CO,80302,Boulder,Socialthing,1,5/18/2007,8/1/2007,10/23/2007,0.2055,0.4329,6,2,415000,2,network_hosting,0,1,0,0,0,0,1.0,1,0,1,1
NY,10010,New York,Next New Networks,1,3/1/2007,1/1/2007,12/29/2010,-0.1616,3.8329,16,4,27063781,4,web,0,0,1,1,1,0,3.5,1,1,0,0
CA,93013,Carpinteria,AdECN,1,1/1/2003,2/1/2006,2/1/2006,3.0877,3.0877,6,1,3100000,1,advertising,0,0,1,0,0,0,5.0,1,1,0,0
CA,94025,Menlo Park,Cuil,0,1/1/2005,3/1/2007,4/15/2008,2.1616,3.2877,13,2,33000000,4,search,0,0,1,1,0,0,2.5,1,1,0,0
CA,94043,Mountain View,Sensory Networks,1,1/1/2003,10/10/2005,1/1/2008,2.7753,5.0027,2,3,17400000,2,web,1,0,0,0,1,0,5.0,1,1,1,0
CA,94025,Menlo Park,Flock,1,1/1/2005,1/1/2005,5/21/2008,0.0,3.3863,17,5,28300000,4,web,0,1,1,1,1,1,2.0,1,1,1,0
CA,94043,Mountain View,AdMob,1,12/1/2006,9/1/2006,1/29/2009,-0.2493,2.1644,42,4,46800000,6,advertising,0,0,1,1,1,0,2.5,1,1,0,0
IL,60654,Chicago,FeeFighters,1,1/1/2009,5/1/2010,1/12/2011,1.3288,2.0301,5,3,1525000,2,ecommerce,0,1,0,0,0,0,2.6667,1,0,1,1
NY,10010,New York City,WeHostels,1,11/15/2011,3/18/2012,3/18/2012,0.3397,0.3397,9,1,1200000,3,travel,0,1,0,0,0,0,5.0,1,0,1,1
CA,94040,Mountain View,TimeBridge,1,5/1/2005,7/5/2005,5/11/2009,0.1781,4.0301,6,3,12400000,4,web,1,0,1,1,0,0,1.6667,1,1,1,0
PA,19380,West Chester,Lazarus Therapeutics,0,1/1/2006,8/2/2010,8/2/2010,4.5863,4.5863,1,1,100000,0,biotech,1,0,0,0,0,0,1.0,1,0,1,1
CA,94105,San Francisco,Loyalty Lab,1,1/1/2003,3/22/2005,4/29/2010,2.2219,7.3288,4,3,11000000,1,software,1,1,0,1,0,0,1.6667,1,1,1,0
TN,37201,Nashville,RentStuff.com,1,1/1/2010,5/5/2011,4/12/2012,1.3397,2.2795,3,2,675000,1,web,0,1,0,0,0,0,1.5,0,0,1,1
CA,94086,Sunnyvale,ZManda,1,1/1/2005,1/1/2005,5/22/2007,0.0,2.3863,5,2,13000000,0,software,0,0,1,1,0,0,2.5,1,1,0,0
NY,10012,New York,Jumo,1,2/1/2010,11/1/2010,11/1/2010,0.7479,0.7479,5,1,3500000,2,social,0,0,0,0,0,0,2.0,1,0,0,0
MA,1730,Bedford,Sionex,0,1/1/2001,12/7/2005,12/7/2005,4.9342,4.9342,2,1,12000000,1,hardware,0,0,0,0,1,0,4.0,1,1,0,0
CA,94002,Belmont,sezmi,1,1/1/2007,8/1/2007,11/7/2011,0.5808,4.8521,10,5,78573646,4,games_video,0,0,1,1,1,0,4.3333,1,1,0,0
TN,37212,Nashville,StudioNow,1,1/1/2007,6/15/2007,1/29/2013,0.4521,6.0822,2,3,15286415,1,photo_video,0,0,1,0,0,0,1.0,0,1,0,0
CA,94111,San Francisco,PicApp,1,1/1/2008,9/17/2008,9/17/2008,0.7123,0.7123,5,1,3200000,3,web,0,0,1,0,0,0,1.0,1,1,0,0
WA,98371,Puyallup,Million Dollar Earth,0,3/1/2011,3/7/2011,3/7/2011,0.0164,0.0164,1,1,30000,1,advertising,0,1,0,0,0,0,2.0,0,0,1,1
CA,94403,San Mateo,Composite Software,1,1/1/2002,1/1/2002,10/24/2012,0.0,10.8192,28,3,14650003,1,software,0,1,0,0,0,1,1.0,0,1,1,0
CA,94110,San Francisco,Terracotta,1,1/1/2003,2/27/2006,9/1/2008,3.1589,5.6712,9,2,23500000,1,software,1,0,0,1,0,0,5.0,1,1,1,0
MA,1719,Boxborough,FireStar Software,0,1/1/2001,1/3/2006,1/3/2006,5.0082,5.0082,2,1,980000,0,software,0,0,0,0,0,0,1.0,0,0,0,0
CA,94085,Sunnyvale,Aquest Systems,0,1/1/2004,2/26/2007,2/26/2007,3.1562,3.1562,0,1,20000000,0,hardware,0,0,0,1,0,0,3.0,1,1,0,0
WA,98104,Seattle,Faves,0,12/1/2004,1/1/2004,1/1/2004,-0.9178,-0.9178,4,1,1500000,0,web,0,0,0,0,0,0,3.0,0,0,0,0
CA,90404,Santa Monica,Generate,1,1/1/2004,3/4/2008,7/14/2009,4.1753,5.537000000000001,0,2,8000000,1,games_video,0,0,1,0,0,0,1.5,1,1,0,0
CA,94401,San Mateo,Attributor,1,10/1/2005,1/28/2006,6/10/2010,0.326,4.6932,13,4,25200000,3,software,0,0,1,1,1,1,4.0,1,1,0,0
CA,94403,San Mateo,Greenplum Software,1,6/1/2003,3/1/2006,1/1/2008,2.7507,4.589,21,4,61000000,2,software,0,0,1,1,1,0,3.0,1,1,0,0
CA,95054,Santa Clara,PlaySpan,1,5/1/2006,9/1/2007,8/19/2010,1.337,4.3041,12,4,46300000,4,games_video,1,0,1,1,1,0,4.25,1,1,1,0
MD,20815,Chevy Chase,JackBe,1,1/1/2002,1/10/2006,4/8/2010,4.0274,8.2712,15,4,24500000,5,software,0,0,0,1,1,1,4.3333,1,1,0,0
CA,94404,San Mateo,D2C Games,0,1/1/2006,12/27/2006,8/29/2007,0.9863,1.6575,1,2,7500000,1,games_video,0,0,1,0,0,0,1.0,0,1,0,0
CA,94304,Palo Alto,Zimbra,1,1/1/2003,4/1/2006,4/1/2006,3.2493,3.2493,19,1,14500000,3,enterprise,0,0,0,0,1,0,9.0,1,1,0,0
WA,98005,Bellevue,Smith & Tinker,0,1/1/2007,8/25/2009,8/25/2009,2.6493,2.6493,1,1,29000000,1,games_video,1,0,0,0,0,0,5.0,1,0,1,1
CA,94085,Sunnyvale,Mu Dynamics,1,1/1/2005,1/1/2005,5/19/2008,0.0,3.3808,5,3,24000000,1,network_hosting,0,0,1,1,1,0,2.6667,1,1,0,0
CA,91302,Calabasas,Fulcrum Microsystems,1,1/1/2000,5/9/2005,3/15/2010,5.3562,10.2082,2,4,81017493,1,semiconductor,1,0,0,0,1,1,5.6667,1,1,1,0
CA,94105,San Francisco,ReTel Technologies,1,10/1/2007,8/6/2009,12/2/2009,1.8493,2.1726,4,2,1000000,3,analytics,0,1,0,0,0,0,4.5,1,0,1,1
CO,80027,Louisville,NexGen Storage,1,1/1/2010,2/7/2011,11/15/2011,1.1014,1.8712,14,2,12010000,2,software,1,0,1,0,0,0,2.5,1,1,1,0
MA,1801,Woburn,WAY Systems,1,1/1/2002,10/3/2005,10/3/2005,3.7562,3.7562,2,1,22000000,3,mobile,0,0,0,0,1,0,4.0,1,1,0,0
CA,94025,Menlo Park,Roxro Pharma,0,1/1/1999,6/12/2007,6/12/2007,8.4493,8.4493,1,1,42700000,0,biotech,0,0,0,1,0,0,3.0,1,1,0,0
CA,94025,Menlo Park,Intelliden,1,1/1/2000,12/21/2005,5/22/2007,5.9753,7.3918,5,3,80000000,1,software,1,0,0,0,0,1,4.0,1,1,1,0
CA,95008-2069,Campbell,Forrst,1,1/25/2010,3/24/2011,3/24/2011,1.1589,1.1589,3,1,205000,3,web,0,1,0,0,0,0,7.0,1,0,1,1
NY,10017,New York,XGraph,1,10/1/2008,7/7/2010,7/7/2010,1.7644,1.7644,5,1,3750000,2,analytics,0,0,1,0,0,0,1.0,1,1,0,0
CA,94301,Palo Alto,Color Labs Inc.,0,8/1/2010,8/1/2010,3/23/2011,0.0,0.6411,11,2,41000000,2,other,0,0,1,1,0,0,1.5,1,1,0,0
CA,94306,Palo Alto,Playdom,1,2/1/2008,11/11/2009,6/21/2010,1.7781,2.3863,37,2,76000000,3,games_video,0,0,1,0,0,0,4.0,1,1,0,0
MA,1719,Boxborough,Digital Reef,1,1/1/2006,1/1/2006,10/1/2008,0.0,2.7507,9,2,20000000,2,enterprise,0,0,1,1,0,0,1.0,1,1,0,0
CA,94107,San Francisco,Servio,1,4/30/2009,8/13/2010,3/6/2013,1.2877,3.8521,11,2,9356180,4,analytics,0,0,1,1,0,0,1.5,1,1,0,0
NY,10016,New York,Advaliant,0,4/16/2013,4/1/2004,4/1/2004,-9.0466,-9.0466,6,1,100000,2,advertising,0,1,0,0,0,0,1.0,0,0,1,1
GA,30309,Atlanta,Vocalocity,1,1/1/2007,1/28/2009,8/29/2011,2.0767,4.6603,9,2,13600000,2,software,0,0,0,1,1,0,3.0,1,1,0,0
CA,94107,San Francisco,Dapper,1,10/1/2006,12/1/2007,12/1/2007,1.1671,1.1671,19,1,3000000,4,advertising,0,0,1,0,0,0,2.0,1,1,0,0
CA,94104,San Francisco,SeeSaw Networks,0,1/1/2005,11/16/2006,6/23/2011,1.874,6.4767,4,5,21138876,0,advertising,1,0,1,1,0,0,2.0,1,1,1,0
MA,2139,Cambridge,oneforty,1,3/31/2009,6/10/2009,1/11/2010,0.1945,0.7836,13,4,2345000,3,enterprise,0,1,1,0,0,0,5.75,1,1,1,0
CA,94401,San Mateo,Smalltown,0,1/15/2005,11/1/2005,11/1/2005,0.7945,0.7945,7,1,4000000,4,web,0,0,1,0,0,0,1.0,0,1,0,0
CA,94043,Mountain View,Skyrider,0,1/1/2003,10/23/2006,3/5/2008,3.811,5.1781,2,2,17000000,2,software,1,0,0,0,1,0,3.0,1,1,1,0
NY,10001,New York,SkillSlate,1,1/1/2009,10/20/2010,10/20/2010,1.8,1.8,8,1,1100000,1,web,0,1,0,0,0,0,8.0,1,0,1,1
KY,40507,Lexington,AwesomeTouch,1,7/26/2010,4/30/2010,6/1/2011,-0.2384,0.8493,3,4,59700,1,software,0,1,0,0,0,0,1.0,1,0,1,1
CA,94025,Menlo Park,Syncplicity,1,11/3/2008,10/31/2008,10/31/2008,-0.0082,-0.0082,12,1,2350000,3,enterprise,0,0,1,0,0,0,2.0,1,1,0,0
VA,22031,Chantilly,Fortisphere,0,1/1/2006,11/19/2007,11/19/2007,1.8822,1.8822,2,1,10000000,1,software,0,0,1,0,0,0,2.0,1,1,0,0
CA,94306,Palo Alto,PlayerDuel,0,1/1/2011,9/5/2011,6/13/2012,0.6767,1.4493,2,2,21189,1,mobile,1,1,0,0,0,0,1.0,1,0,1,1
MA,2451,Waltham,Aveksa,1,1/1/2004,6/14/2006,2/25/2009,2.4521,5.1562,7,3,28000000,2,software,0,0,1,1,1,0,2.6667,1,1,0,0
CA,95054,Santa Clara,PANTA Systems,0,1/1/2002,5/1/2005,5/1/2005,3.3315,3.3315,0,1,9500000,0,software,1,0,0,0,0,0,2.0,0,0,1,1
CA,95054,Santa Clara,Beceem Communications,1,10/1/2003,6/30/2005,4/22/2009,1.7479,5.5616,5,3,69600000,1,semiconductor,1,0,0,1,0,1,7.6667,1,1,1,0
VA,22102,McLean,Trust Digital,1,3/1/2003,11/4/2005,7/29/2009,2.6822,6.4164,11,3,23500000,2,mobile,1,0,0,1,1,0,3.6667,1,1,1,0
OR,97035,Lake Oswego,Sabrix,1,1/1/2002,6/21/2006,6/21/2006,4.4712,4.4712,6,1,13000000,1,software,0,0,0,0,0,1,4.0,1,1,0,0
NY,10011,New York,Panther Express,1,1/1/2005,7/25/2006,2/27/2008,1.5616,3.1562,8,2,21750000,2,games_video,1,0,0,1,0,0,2.0,1,1,1,0
PA,18106,Allentown,T-Networks,0,1/1/2000,2/28/2005,2/28/2005,5.1644,5.1644,0,1,5750000,0,public_relations,0,0,0,0,1,0,4.0,1,1,0,0
ME,1876,Tewksbury,BlueNote Networks,1,1/1/2005,9/26/2005,3/6/2006,0.7342,1.1753,1,2,23400000,1,software,0,0,1,1,0,0,2.5,1,1,0,0
CA,94063,Redwood City,Predictify,0,3/1/2007,3/25/2008,3/25/2008,1.0685,1.0685,4,1,4300000,3,advertising,0,0,1,0,0,0,2.0,1,1,0,0
TX,78746,Austin,BreakingPoint Systems,1,8/28/2005,11/12/2007,4/22/2010,2.2082,4.6521,1,2,20000000,1,security,1,0,0,0,1,0,2.0,1,1,1,0
CA,95054,Santa Clara,OptiMedica,1,1/1/2004,3/26/2008,5/10/2013,4.2356,9.3616,16,2,51000000,1,biotech,0,0,0,0,1,0,3.5,1,1,0,0
MA,2026,Dedham,Metatomix,1,1/1/2000,9/8/2003,2/17/2010,3.6877,10.137,2,4,27101994,1,enterprise,1,0,0,1,0,0,4.6667,1,1,1,0
CA,95014,Cupertino,Neterion,1,1/1/2001,2/24/2006,2/24/2006,5.1507,5.1507,6,1,6480000,1,public_relations,0,0,0,0,0,1,3.0,1,1,0,0
CA,94085,Sunnyvale,Schooner Information Technology,1,5/1/2007,10/1/2007,7/24/2009,0.4192,2.2329,8,2,35000000,2,enterprise,0,0,1,1,0,0,2.5,1,1,0,0
MA,2109,Boston,Swaptree Inc.,0,1/1/2010,7/1/2006,5/25/2010,-3.5068,0.3945,5,3,11300000,2,web,1,0,0,1,1,0,1.0,1,1,1,0
GA,30043,Lawrenceville,Nalace Corporation,0,1/1/2012,4/19/2012,4/19/2012,0.2986,0.2986,1,1,19000,1,ecommerce,0,1,0,0,0,0,1.0,0,0,1,1
NJ,7302,Jersey City,Quidsi,1,1/1/2005,9/1/2006,4/20/2010,1.6658,5.3014,27,6,78500000,3,ecommerce,0,0,1,1,1,1,3.4,1,1,0,0
NY,10012,NYC,spotdock,0,11/15/2011,1/10/2012,1/10/2012,0.1534,0.1534,4,1,600000,0,web,0,1,0,0,0,0,2.0,0,0,1,1
MD,21401,Annapolis,Netcordia,1,1/1/2000,6/28/2005,7/31/2006,5.4932,6.5836,3,2,13000000,1,network_hosting,0,0,1,1,0,0,1.5,1,1,0,0
CA,94040,Mountain View,SearchMe,0,7/1/2005,7/1/2005,5/1/2008,0.0,2.8356,7,5,43600000,3,search,0,0,1,1,1,1,3.0,1,1,0,0
CA,94103,San Francisco,Yammer,1,9/10/2008,1/19/2009,2/29/2012,0.3589,3.4712,38,5,142000000,3,enterprise,0,0,1,1,1,1,5.2,1,1,0,0
CA,94043,Mountain View,Clever Sense,1,4/11/2008,6/17/2010,8/1/2011,2.1836,3.3068,6,2,2000000,2,web,1,0,1,0,0,0,1.5,1,1,1,0
TX,78730,Austin,AlterPoint,1,1/1/2001,1/1/2003,1/17/2005,2.0,4.0466,4,3,26800000,1,software,0,0,1,1,1,0,3.0,1,1,0,0
CA,95138,San Jose,Shocking Technologies,0,1/1/2006,4/17/2007,5/21/2012,1.2904,6.388999999999999,2,6,55900000,1,hardware,1,0,1,1,1,0,3.2,1,1,1,0
CA,94040,Mountain View,Ribbit,1,2/23/2005,10/1/2006,12/17/2007,1.6027,2.8137,14,2,11000000,3,mobile,0,0,1,1,0,0,2.0,1,1,0,0
CA,95054,Santa Clara,StorSimple,1,1/1/2009,6/1/2009,6/23/2011,0.4137,2.474,19,3,31500000,1,enterprise,0,0,1,1,1,0,3.3333,1,1,0,0
DC,20009,Washington,NationalField,1,6/12/2009,10/30/2012,10/30/2012,3.3863,3.3863,4,1,1500000,2,enterprise,1,0,0,0,0,0,2.0,0,0,1,1
NY,10003,New York,Tripl,0,5/17/2011,5/20/2011,7/9/2012,0.0082,1.1479,5,3,900000,3,social,0,1,0,0,0,0,1.5,1,0,1,1
CA,95008,Campbell,Sadra Medical,1,1/1/2003,6/17/2004,5/22/2009,1.4603,6.3918,4,3,58000000,1,biotech,0,0,1,1,1,0,5.0,1,1,0,0
MA,1803,Burlington,expressor software,1,1/1/2007,7/1/2007,12/19/2011,0.4959,4.9671,10,4,29050000,2,software,1,0,0,1,0,0,2.6667,1,1,1,0
NV,89101,Las Vegas,NSFW Corporation,1,1/1/2011,10/5/2011,6/14/2013,0.7589,2.4521,3,2,250000,2,news,0,1,0,0,0,0,1.5,1,0,1,1
CA,95054,Santa Clara,Azaire Networks,0,1/1/2003,8/25/2006,8/25/2006,3.6493,3.6493,2,1,21000000,0,software,0,0,0,0,1,0,4.0,1,1,0,0
NY,10016,New York,Quigo,1,1/1/2000,3/1/2004,6/7/2007,4.1671,7.4356,25,2,35000000,0,advertising,1,0,1,0,0,0,3.5,1,1,1,0
CA,94105,San Francisco,Weatherista,0,8/16/2010,8/15/2010,8/15/2010,-0.0027,-0.0027,2,1,500000,1,web,0,1,0,0,0,0,1.0,0,0,1,1
TX,75082,Richardson,Navini Networks,1,1/1/2000,8/10/2005,6/21/2006,5.6110000000000015,6.474,3,2,30920000,1,public_relations,1,0,0,0,0,0,3.5,1,0,1,1
CA,94089,Sunnyvale,VirtualLogix,1,1/1/2002,1/1/2004,1/12/2010,2.0,8.0356,9,4,29288979,1,software,1,0,1,1,1,0,2.6667,1,1,1,0
MA,1810,Andover,Exit41,0,1/1/1999,2/4/2007,5/12/2011,8.0986,12.3671,11,4,24200000,2,software,1,0,1,0,1,0,2.3333,1,1,1,0
CA,94024,Los Altos,SezWho,1,10/1/2006,10/1/2007,10/1/2007,1.0,1.0,4,1,1000000,3,web,0,0,1,0,0,0,1.0,0,1,0,0
MN,55343,Minnetonka,Jobs2Web,1,1/1/2003,1/1/2004,1/21/2006,1.0,3.0575,3,2,5550000,1,web,0,1,1,0,0,0,1.0,1,1,1,0
CA,94040,Mountain View,HighlightCam,0,7/27/2009,6/1/2009,11/29/2011,-0.1534,2.3425,8,2,3000000,3,mobile,0,1,1,0,0,0,3.5,1,1,1,0
CA,94040,Mountain View,MerchantCircle,1,10/1/2005,6/5/2006,9/1/2007,0.6767,1.9178,13,2,14300000,3,web,0,0,1,1,0,0,4.5,1,1,0,0
CA,92121,San Diego,Helicomm,0,1/1/2002,3/21/2006,3/21/2006,4.2192,4.2192,0,1,1000000,0,network_hosting,1,0,0,0,0,0,2.0,0,0,1,1
CA,94043,Mountain View,Kace networks,1,1/1/2003,7/25/2005,5/22/2006,2.5644,3.389,7,2,11000000,1,software,1,0,0,1,0,0,1.5,1,1,1,0
NY,10014,New York,Thwapr,0,1/1/2007,1/1/2009,1/1/2010,2.0027,3.0027,7,2,2000000,3,photo_video,1,1,0,0,0,0,3.0,0,0,1,1
CA,94103,San Francisco,Zinch,1,2/1/2007,12/1/2007,10/20/2009,0.8301,2.7178,17,2,5000000,2,web,1,1,0,0,0,0,1.0,1,0,1,1
CA,95014,Cupertino,Cloud.com,1,1/1/2008,1/1/2010,1/1/2010,2.0027,2.0027,12,1,11000000,2,enterprise,0,0,0,1,0,0,3.0,1,1,0,0
CA,94063,Redwood City,"Wildfire, a division of Google",1,7/1/2008,12/1/2008,12/1/2011,0.4192,3.4192,19,4,14100000,4,enterprise,0,1,1,1,0,0,2.25,1,1,1,0
CA,90036,Los Angeles,Authenticlick,0,8/5/2005,2/1/2006,2/1/2006,0.4932,0.4932,8,1,5000000,1,search,0,0,1,0,0,0,1.0,0,1,0,0
WA,98665,Vancouver,Idooble,0,1/1/2009,1/1/2009,8/1/2010,0.0,1.5808,1,2,400000,1,web,0,1,0,0,0,0,1.0,0,0,1,1
CA,94080,South San Francisco,BioSeek,1,1/1/2000,5/23/2007,5/23/2007,7.3945,7.3945,4,1,10000000,1,biotech,0,0,0,0,1,0,1.0,0,1,0,0
